update,episode,actor_loss,critic_loss,timestamp
1,1,-0.09941329061985016,0.010122600011527538,2025-06-24 22:26:29
2,2,-0.08826039731502533,0.008110066875815392,2025-06-24 22:27:25
3,3,0.5595517158508301,0.4502752423286438,2025-06-24 22:28:08
4,4,0.7119706273078918,0.5056312680244446,2025-06-24 22:28:51
5,5,0.585546612739563,0.3446095883846283,2025-06-24 22:29:33
6,6,0.5017998218536377,0.2525331974029541,2025-06-24 22:30:21
7,7,0.43476319313049316,0.19161850214004517,2025-06-24 22:31:03
8,8,0.39828479290008545,0.16044968366622925,2025-06-24 22:31:45
9,9,0.34785646200180054,0.12398390471935272,2025-06-24 22:32:33
10,10,0.3081757724285126,0.09202174842357635,2025-06-24 22:33:15
11,11,0.3009084463119507,0.08814886957406998,2025-06-24 22:34:01
12,12,0.26842832565307617,0.0674331858754158,2025-06-24 22:34:43
13,13,0.21481910347938538,0.045502521097660065,2025-06-24 22:35:25
14,14,0.12596340477466583,0.01667272299528122,2025-06-24 22:36:12
15,15,0.19623789191246033,0.07029878348112106,2025-06-24 22:36:59
16,16,0.5395596623420715,0.5559207201004028,2025-06-24 22:37:45
17,17,0.07968872785568237,0.4729674458503723,2025-06-24 22:38:27
18,18,0.3725190758705139,0.17462360858917236,2025-06-24 22:39:09
19,19,-0.5051278471946716,2.9355382919311523,2025-06-24 22:40:01
20,20,-0.9217160940170288,2.5462722778320312,2025-06-24 22:40:54
21,21,0.06642312556505203,0.24434614181518555,2025-06-24 22:41:40
22,22,0.2806943655014038,0.1394631266593933,2025-06-24 22:42:22
23,23,-0.013867661356925964,0.7282349467277527,2025-06-24 22:43:04
24,24,0.13645559549331665,0.5657846331596375,2025-06-24 22:43:47
25,25,-0.29805535078048706,0.4225712716579437,2025-06-24 22:44:29
26,26,0.30998849868774414,0.15677502751350403,2025-06-24 22:45:15
27,27,0.07361514866352081,0.22651730477809906,2025-06-24 22:45:57
28,28,0.11429151892662048,0.1328357607126236,2025-06-24 22:46:39
29,29,0.32933494448661804,0.19244801998138428,2025-06-24 22:47:20
30,30,0.25985652208328247,0.09278237819671631,2025-06-24 22:48:02
31,31,0.09066233038902283,0.20018239319324493,2025-06-24 22:48:46
32,32,0.4233364760875702,0.19110219180583954,2025-06-24 22:49:28
33,33,-0.4935988485813141,0.9558416604995728,2025-06-24 22:50:12
34,34,0.007520169019699097,0.13170090317726135,2025-06-24 22:50:54
35,35,-0.07303668558597565,0.18238255381584167,2025-06-24 22:51:36
36,36,0.2721708416938782,0.10521993786096573,2025-06-24 22:52:19
37,37,0.10592254996299744,0.17906425893306732,2025-06-24 22:53:01
38,38,0.10527758300304413,0.2822568118572235,2025-06-24 22:53:47
39,39,-0.5640857219696045,0.7875876426696777,2025-06-24 22:54:28
40,40,-2.710972785949707,12.364789962768555,2025-06-24 22:55:21
41,41,-0.28761550784111023,0.5899770259857178,2025-06-24 22:56:06
42,42,-0.12844711542129517,0.15963499248027802,2025-06-24 22:56:47
43,43,-0.08230248838663101,0.0732974112033844,2025-06-24 22:57:29
44,44,-2.0593273639678955,7.665133476257324,2025-06-24 22:58:11
45,45,-0.3562958836555481,0.2738175392150879,2025-06-24 22:58:57
46,46,-0.10377077758312225,0.1453673541545868,2025-06-24 22:59:40
47,47,0.025232665240764618,0.07357080280780792,2025-06-24 23:00:22
48,48,-0.2054804265499115,0.22578983008861542,2025-06-24 23:01:04
49,49,-0.023532822728157043,0.16669437289237976,2025-06-24 23:01:45
50,50,0.15760384500026703,0.03992222622036934,2025-06-24 23:02:29
51,51,0.1545908898115158,0.06201367825269699,2025-06-24 23:03:13
52,52,0.17797036468982697,0.05742780119180679,2025-06-24 23:03:54
53,53,-0.038409747183322906,0.08226180076599121,2025-06-24 23:04:36
54,54,0.13037200272083282,0.09800739586353302,2025-06-24 23:05:21
55,55,-0.2780842185020447,0.7263370156288147,2025-06-24 23:06:02
56,56,-0.06259669363498688,0.11851893365383148,2025-06-24 23:06:46
57,57,0.1064751073718071,0.20557621121406555,2025-06-24 23:07:28
58,58,-0.07367271184921265,0.7691477537155151,2025-06-24 23:08:09
59,59,-0.7204455733299255,1.789818286895752,2025-06-24 23:08:51
60,60,-0.648070752620697,2.351125955581665,2025-06-24 23:09:33
61,61,-0.6911683082580566,2.1094255447387695,2025-06-24 23:10:17
62,62,-0.7692351937294006,1.6434712409973145,2025-06-24 23:10:59
63,63,-0.570907711982727,1.4443570375442505,2025-06-24 23:11:41
64,64,-1.4979960918426514,6.3052825927734375,2025-06-24 23:12:23
65,65,-1.3305349349975586,3.6057395935058594,2025-06-24 23:13:05
66,66,-0.8239650130271912,2.97127628326416,2025-06-24 23:13:50
67,67,0.25294679403305054,0.14827100932598114,2025-06-24 23:14:32
68,68,0.08376619219779968,0.10320672392845154,2025-06-24 23:15:14
69,69,0.33918657898902893,0.2178030163049698,2025-06-24 23:15:56
70,70,-0.1918426901102066,0.39665141701698303,2025-06-24 23:16:38
71,71,0.2980304956436157,0.14566665887832642,2025-06-24 23:17:22
72,72,0.23173701763153076,0.21195799112319946,2025-06-24 23:18:04
73,73,0.019218355417251587,0.26629748940467834,2025-06-24 23:18:48
74,74,0.4105636179447174,0.2079397588968277,2025-06-24 23:19:31
75,75,-0.15898066759109497,0.8970751762390137,2025-06-24 23:20:13
76,76,0.3667103052139282,0.16871413588523865,2025-06-24 23:20:59
77,77,0.010215803980827332,0.2589874267578125,2025-06-24 23:21:41
78,78,-0.23280160129070282,0.31773555278778076,2025-06-24 23:22:22
