update,episode,actor_loss,critic_loss,timestamp
1,1,-0.035361889749765396,0.0015494953840970993,2025-06-24 15:52:51
2,2,0.028745083138346672,0.0008267847588285804,2025-06-24 15:53:37
3,3,0.418523907661438,0.2182753086090088,2025-06-24 15:54:21
4,4,0.43844541907310486,0.18855240941047668,2025-06-24 15:55:05
5,5,0.42601150274276733,0.12254194915294647,2025-06-24 15:55:49
6,6,0.2794891595840454,0.0852455124258995,2025-06-24 15:56:34
7,7,0.24769487977027893,0.05537586286664009,2025-06-24 15:57:19
8,8,4.404459476470947,0.034702565521001816,2025-06-24 15:58:03
9,9,0.17053227126598358,0.018385320901870728,2025-06-24 15:58:48
10,10,0.189974844455719,0.008311204612255096,2025-06-24 15:59:32
11,11,0.056287720799446106,0.001387174939736724,2025-06-24 16:00:18
12,12,0.0037933713756501675,8.663086191518232e-06,2025-06-24 16:01:03
13,13,-0.03717369586229324,0.003575648181140423,2025-06-24 16:01:47
14,14,0.1943160742521286,0.1761249601840973,2025-06-24 16:02:30
15,15,0.22621573507785797,0.21669736504554749,2025-06-24 16:03:14
16,16,0.25504642724990845,0.10687144100666046,2025-06-24 16:04:01
17,17,0.29956042766571045,0.08082184195518494,2025-06-24 16:04:46
18,18,-0.7773067951202393,1.9702229499816895,2025-06-24 16:05:35
19,19,-0.03858673572540283,0.253095805644989,2025-06-24 16:06:19
20,20,5.731729507446289,0.17891722917556763,2025-06-24 16:07:03
21,21,1.893970012664795,0.527595043182373,2025-06-24 16:07:48
22,22,197338.8125,0.18222257494926453,2025-06-24 16:08:32
23,23,23463.833984375,0.2525928318500519,2025-06-24 16:09:16
24,24,209426.5,0.4252368211746216,2025-06-24 16:10:00
25,25,47948.61328125,0.1231539398431778,2025-06-24 16:10:43
26,26,2408119.5,0.2717093825340271,2025-06-24 16:11:28
27,27,11835.1533203125,1.410605549812317,2025-06-24 16:12:12
28,28,-0.5283039808273315,0.48137426376342773,2025-06-24 16:12:56
29,29,10.868794441223145,0.08798214048147202,2025-06-24 16:13:40
30,30,3.7774696350097656,0.4386518597602844,2025-06-24 16:14:24
31,31,-0.004850104451179504,0.13265229761600494,2025-06-24 16:15:10
32,32,11394737.0,0.08372817188501358,2025-06-24 16:15:54
33,33,0.05204661935567856,0.1443481743335724,2025-06-24 16:16:38
34,34,374690.125,0.3311096131801605,2025-06-24 16:17:23
35,35,-0.353404700756073,2.093313694000244,2025-06-24 16:18:06
36,36,167496.9375,0.8275909423828125,2025-06-24 16:18:52
37,37,146791904.0,0.8792226314544678,2025-06-24 16:19:37
38,38,0.26932743191719055,0.2465215027332306,2025-06-24 16:20:21
39,39,-0.8241519927978516,2.5836691856384277,2025-06-24 16:21:10
40,40,0.1685141772031784,2.9528677463531494,2025-06-24 16:21:54
41,41,49745.90625,0.9381278157234192,2025-06-24 16:22:40
42,42,-0.26234936714172363,1.2563525438308716,2025-06-24 16:23:24
43,43,64857.5390625,0.2493389993906021,2025-06-24 16:24:08
44,44,53364420608.0,1.0186471939086914,2025-06-24 16:24:52
45,45,12808.06640625,0.4607434868812561,2025-06-24 16:25:36
46,46,0.1134231686592102,0.7010756134986877,2025-06-24 16:26:22
47,47,-0.9800572395324707,2.484117269515991,2025-06-24 16:27:10
48,48,7.894314816792166e+17,0.959397554397583,2025-06-24 16:27:55
49,49,,0.8317434191703796,2025-06-24 16:28:39
50,50,,0.6644224524497986,2025-06-24 16:29:23
51,51,,0.5543089509010315,2025-06-24 16:30:09
52,52,,0.4558105766773224,2025-06-24 16:30:53
53,53,,0.3902963399887085,2025-06-24 16:31:38
54,54,,0.3013782799243927,2025-06-24 16:32:22
55,55,,0.22320938110351562,2025-06-24 16:33:06
56,56,,0.177860289812088,2025-06-24 16:33:52
57,57,,0.11381904780864716,2025-06-24 16:34:36
58,58,,0.0852215439081192,2025-06-24 16:35:21
59,59,,0.04520828649401665,2025-06-24 16:36:05
60,60,,0.010893134400248528,2025-06-24 16:36:49
61,61,,0.012123150750994682,2025-06-24 16:37:35
62,62,,0.016926981508731842,2025-06-24 16:38:19
63,63,,0.01941637508571148,2025-06-24 16:39:03
64,64,,0.01995754800736904,2025-06-24 16:39:47
65,65,,0.01930456981062889,2025-06-24 16:40:31
66,66,,0.01790986955165863,2025-06-24 16:41:18
67,67,,0.01830556057393551,2025-06-24 16:42:02
68,68,,0.018289051949977875,2025-06-24 16:42:46
69,69,,0.016452303156256676,2025-06-24 16:43:30
70,70,,0.016082612797617912,2025-06-24 16:44:14
71,71,,0.013656298629939556,2025-06-24 16:45:00
72,72,,0.013581303879618645,2025-06-24 16:45:45
73,73,,0.011260515078902245,2025-06-24 16:46:29
74,74,,0.010823515243828297,2025-06-24 16:47:13
75,75,,0.00973479077219963,2025-06-24 16:48:02
76,76,,0.007383038755506277,2025-06-24 16:48:48
77,77,,0.0074468026868999004,2025-06-24 16:49:32
78,78,,0.005974690429866314,2025-06-24 16:50:17
79,79,,0.005023310426622629,2025-06-24 16:51:01
80,80,,0.0041609471663832664,2025-06-24 16:51:45
81,81,,0.0034649684093892574,2025-06-24 16:52:32
82,82,,0.0036470298655331135,2025-06-24 16:53:14
83,83,,0.0021233547013252974,2025-06-24 16:53:58
84,84,,0.0023658149875700474,2025-06-24 16:54:42
85,85,,0.0016190276946872473,2025-06-24 16:55:25
86,86,,0.0013311689253896475,2025-06-24 16:56:11
87,87,,0.000975033501163125,2025-06-24 16:57:01
